,Unnamed: 0,CASE_NUMBER,CASE_STATUS,CASE_RECEIVED_DATE,DECISION_DATE,EMPLOYER_NAME,PREVAILING_WAGE_SUBMITTED,PREVAILING_WAGE_SUBMITTED_UNIT,PAID_WAGE_SUBMITTED,PAID_WAGE_SUBMITTED_UNIT,JOB_TITLE,WORK_CITY,EDUCATION_LEVEL_REQUIRED,COLLEGE_MAJOR_REQUIRED,EXPERIENCE_REQUIRED_Y_N,EXPERIENCE_REQUIRED_NUM_MONTHS,COUNTRY_OF_CITIZENSHIP,PREVAILING_WAGE_SOC_CODE,PREVAILING_WAGE_SOC_TITLE,WORK_STATE,WORK_STATE_ABBREVIATION,WORK_POSTAL_CODE,FULL_TIME_POSITION_Y_N,VISA_CLASS,PREVAILING_WAGE_PER_YEAR,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order,QOL_Poor,QOL_Average,QOL_High,QOL
2226,2241,I-200-14069-973154,withdrawn,3/11/2014,3/13/2014,BMT SCIENTIFIC MARINE SERVICES INC,67933.0,year,80000.0,year,PROJECT ENGINEER/ SR DATA ANALYST,ESCONDIDO,,,,,,17-2121,Marine Engineers and Naval Architects,California,CA,,y,H-1B,67933.0,80000.0,data analyst,90662,,Average,,Average
2227,2242,I-200-14072-122403,certified,3/13/2014,3/19/2014,BMT SCIENTIFIC MARINE SERVICES INC,67933.0,year,80000.0,year,PROJECT ENGINEER/ SR DATA ANALYST,ESCONDIDO,,,,,,17-2121,Marine Engineers and Naval Architects,California,CA,,y,H-1B,67933.0,80000.0,data analyst,90663,,Average,,Average
2228,2243,I-200-15063-596112,certified,3/5/2015,3/11/2015,SQUILLION SYSTEMS LLC,67891.0,year,70000.0,year,DATA ANALYST,CONWAY,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Arkansas,AR,72034,y,H-1B,67891.0,70000.0,data analyst,90696,,Average,,Average
2229,2244,I-200-15076-760593,certified,3/18/2015,3/24/2015,CISCO SYSTEMS INC,67891.0,year,67891.0,year,DATA ANALYST,RESEARCH TRIANGLE PARK,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,North Carolina,NC,27709,y,H-1B,67891.0,67891.0,data analyst,90697,,Average,,Average
2230,2245,I-200-13035-653751,certified,2/4/2013,2/8/2013,IBM INDIA PRIVATE LTD,67850.0,year,74635.0,year,DATA ANALYST,WEST SACRAMENTO,,,,,,15-1131,Computer Programmers,California,CA,,y,H-1B,67850.0,74635.0,data analyst,90736,,Average,,Average
2231,2246,I-200-15067-314484,certified,3/10/2015,3/16/2015,BOOZ ALLEN HAMILTON INC,67829.0,year,78500.0,year,SENIOR CONSULTANT - SAS DATA ANALYST,ROCKVILLE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Maryland,MD,20852,y,H-1B,67829.0,78500.0,data analyst,90768,,Average,,Average
2232,2247,I-200-13085-580723,certified,3/26/2013,4/1/2013,PROGRESSIVE CASUALTY INSURANCE COMPANY,67829.0,year,72255.0,year,DATA ANALYST III,PARSIPPANY,,,,,,15-2041,Statisticians,New Jersey,NJ,,y,H-1B,67829.0,72255.0,data analyst,90772,,Average,,Average
2233,2248,I-200-15030-811021,certified,1/30/2015,2/5/2015,EMERGENCY24 INC,67808.0,year,72450.0,year,DATA ANALYST/JR. DBA,DES PLAINES,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Illinois,IL,60018,y,H-1B,67808.0,72450.0,data analyst,90831,,Average,,Average
2234,2249,I-200-15071-241569,certified,3/12/2015,3/18/2015,SQUILLION SYSTEMS LLC,67808.0,year,70000.0,year,DATA ANALYST,CHICAGO,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Illinois,IL,60603,y,H-1B,67808.0,70000.0,data analyst,90843,,Average,,Average
2235,2250,I-200-15071-953754,certified,3/12/2015,3/18/2015,SQUILLION SYSTEMS LLC,67808.0,year,70000.0,year,DATA ANALYST,CHICAGO,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Illinois,IL,60603,y,H-1B,67808.0,70000.0,data analyst,90844,,Average,,Average
2236,2251,I-200-15065-597707,certified,3/9/2015,3/13/2015,KEEN INFO TEK INC,67808.0,year,69000.0,year,DATA ANALYST,ROLLING MEADOWS,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Illinois,IL,60008,y,H-1B,67808.0,69000.0,data analyst,90849,,Average,,Average
2237,2252,I-200-15044-272036,certified,3/4/2015,3/10/2015,GLOBAL IT SOLUTIONS INC,67808.0,year,67808.0,year,DATA ANALYST,CHICAGO,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Illinois,IL,60601,y,H-1B,67808.0,67808.0,data analyst,90866,,Average,,Average
2238,2253,I-200-14259-869592,certified,9/16/2014,9/22/2014,COVANT SOLUTIONS INC,67808.0,year,67808.0,year,BUSINESS SYSTEMS/DATA ANALYST,OAKBROOK,,,,,,15-1121,Computer Systems Analysts,Illinois,IL,,y,H-1B,67808.0,67808.0,data analyst,90867,,Average,,Average
2239,2254,I-200-14085-075176,certified,3/26/2014,4/1/2014,PERCEPT PHARMA SERVICES INC,67787.0,year,70000.0,year,CLINICAL DATA ANALYST,TRENTON,,,,,,29-2011,Medical and Clinical Laboratory Technologists,New Jersey,NJ,,y,H-1B,67787.0,70000.0,data analyst,90895,,Average,,Average
2240,2255,I-200-14310-350010,certified,11/6/2014,11/13/2014,ACUMEN SOLUTIONS INC,67746.0,year,90000.0,year,DATA ANALYST,SAN FRANCISCO,,,,,,15-1141,DATABASE ADMINISTRATORS,California,CA,94104,y,H-1B,67746.0,90000.0,data analyst,90913,,Average,,Average
2241,2256,I-200-13205-572581,certified,7/24/2013,7/30/2013,L A CARE HEALTH PLAN,67746.0,year,77000.0,year,CLINICAL DATA ANALYST,LOS ANGELES,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,67746.0,77000.0,data analyst,90922,,Average,,Average
2242,2257,I-200-14056-404966,certified-withdrawn,3/6/2014,2/13/2015,CARD CORPORATION,67746.0,year,74000.0,year,DATA SCIENTIST,LOS ANGELES,,,,,,15-2041,STATISTICIANS,California,CA,90025,y,H-1B,67746.0,74000.0,data scientist,90929,,Average,,Average
2243,2258,I-200-15014-006468,certified,1/14/2015,1/21/2015,COMSCORE INC,67746.0,year,72000.0,year,SENIOR DATA ANALYST-AUDIENCE ANALYTICS,SOUTH SAN FRANCISCO,,,,,,15-1141,DATABASE ADMINISTRATORS,California,CA,94080,y,H-1B,67746.0,72000.0,data analyst,90932,,Average,,Average
2244,2259,I-200-14037-937693,certified,2/10/2014,2/15/2014,BOINGO WIRELESS INC,67746.0,year,70000.0,year,BUSINESS INTELLIGENCE DATA ANALYST,LOS ANGELES,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,67746.0,70000.0,data analyst,90940,,Average,,Average
2245,2260,I-200-14010-946105,denied,1/10/2014,1/13/2014,INTERTHINX INC,67746.0,year,67800.0,year,SENIOR DATA SCIENTIST,AGOURA HILLS,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,67746.0,67800.0,data scientist,90945,,Average,,Average
2246,2261,I-200-14013-471933,certified,1/13/2014,1/17/2014,INTERTHINX INC,67746.0,year,67800.0,year,SENIOR DATA SCIENTIST,AGOURA HILLS,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,67746.0,67800.0,data scientist,90946,,Average,,Average
2247,2262,I-200-11270-600014,certified,9/27/2011,10/3/2011,D2HAWKEYE INC ( A SUBSIDIARY OF VERISK HEALTH I,67725.0,year,70000.0,year,DATA ANALYST,CHANHASSEN,,,,,,15-1141,Database Administrators,Minnesota,MN,,y,H-1B,67725.0,70000.0,data analyst,90963,,Average,,Average
2248,2263,I-200-15068-421538,certified,3/9/2015,3/13/2015,ROUSH MANAGEMENT LLC,67704.0,year,67704.0,year,DATA ANALYST ENGINEER,DEARBORN,,,,,,17-2141,MECHANICAL ENGINEERS,Michigan,MI,48124,y,H-1B,67704.0,67704.0,data analyst,90974,,Average,,Average
2249,2264,I-200-15065-059863,certified,3/6/2015,3/12/2015,KAVI ASSOCIATES LLC,67642.0,year,67642.0,year,SENIOR DATA MANAGEMENT CONSULTANT,BARRINGTON,,,,,,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",Illinois,IL,60010,y,H-1B,67642.0,67642.0,management consultant,91026,,Average,,Average
2250,2265,I-200-15065-380775,certified,3/6/2015,3/12/2015,KAVI ASSOCIATES LLC,67642.0,year,67642.0,year,PRINCIPAL DATA MANAGEMENT CONSULTANT,BARRINGTON,,,,,,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",Illinois,IL,60010,y,H-1B,67642.0,67642.0,management consultant,91027,,Average,,Average
2251,2266,I-200-15065-766921,certified,3/6/2015,3/12/2015,KAVI ASSOCIATES LLC,67642.0,year,67642.0,year,PRINCIPAL DATA MANAGEMENT CONSULTANT,BARRINGTON,,,,,,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",Illinois,IL,60010,y,H-1B,67642.0,67642.0,management consultant,91028,,Average,,Average
2252,2267,I-200-14354-514235,certified,12/22/2014,12/29/2014,CORPTAX INC,67642.0,year,67642.0,year,CRM DATA ANALYST,DEERFIELD,,,,,,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",Illinois,IL,60015,y,H-1B,67642.0,67642.0,data analyst,91029,,Average,,Average
2253,2268,I-200-13067-529852,certified,3/8/2013,3/14/2013,INTELLIPRO GROUP INC,67621.0,year,100000.0,year,DATA ANALYST,MOUNTAIN VIEW,,,,,,15-1121,Computer Systems Analysts,California,CA,,y,H-1B,67621.0,100000.0,data analyst,91042,,Average,,Average
2254,2269,I-200-13059-954512,certified,3/5/2013,3/11/2013,INTUIT INC,67621.0,year,90000.0,year,DATA ANALYST,MOUNTAIN VIEW,,,,,,15-1121,Computer Systems Analysts,California,CA,,y,H-1B,67621.0,90000.0,data analyst,91044,,Average,,Average
2255,2270,I-200-13077-936973,certified,3/18/2013,3/22/2013,IDEA SOLUTIONS INC,67621.0,year,75000.0,year,DATA ANALYST,SAN JOSE,,,,,,15-1121,Computer Systems Analysts,California,CA,,y,H-1B,67621.0,75000.0,data analyst,91075,,Average,,Average
2256,2271,I-200-14259-917989,certified,9/16/2014,9/22/2014,ASTA CRS INC,67621.0,year,72000.0,year,DATA ANALYST,WASHINGTON,,,,,,15-1121,Computer Systems Analysts,District of Columbia,DC,,y,H-1B,67621.0,72000.0,data analyst,91097,,Average,,Average
2257,2272,I-200-14230-941004,certified,8/19/2014,8/25/2014,INOVALON INC,67621.0,year,70000.0,year,DATA ANALYST,BOWIE,,,,,,15-1121,Computer Systems Analysts,Maryland,MD,,y,H-1B,67621.0,70000.0,data analyst,91112,,Average,,Average
2258,2273,I-200-14344-483600,certified,12/10/2014,12/16/2014,AGASTI LLC,67621.0,year,68000.0,year,DATA ANALYST,RESTON,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20190,y,H-1B,67621.0,68000.0,data analyst,91141,,Average,,Average
2259,2274,I-200-14345-846755,certified,12/11/2014,12/17/2014,BRAVES TECHNOLOGIES LLC,67621.0,year,68000.0,year,DATA ANALYST,BOWIE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Maryland,MD,20716,y,H-1B,67621.0,68000.0,data analyst,91142,,Average,,Average
2260,2275,I-200-15015-060410,certified,1/15/2015,1/22/2015,BELL INFO SOLUTIONS LLC,67621.0,year,67700.0,year,DATA ANALYST,STERLING,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20164,y,H-1B,67621.0,67700.0,data analyst,91194,,Average,,Average
2261,2276,I-200-15051-944594,certified,2/20/2015,2/26/2015,BELL INFO SOLUTIONS LLC,67621.0,year,67700.0,year,DATA ANALYST,STERLING,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20164,y,H-1B,67621.0,67700.0,data analyst,91195,,Average,,Average
2262,2277,I-200-15061-178916,certified,3/2/2015,3/6/2015,BELL INFO SOLUTIONS LLC,67621.0,year,67700.0,year,DATA ANALYST,MCLEAN,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,22102,y,H-1B,67621.0,67700.0,data analyst,91196,,Average,,Average
2263,2278,I-200-15071-166048,certified,3/12/2015,3/18/2015,BELL INFO SOLUTIONS LLC,67621.0,year,67700.0,year,DATA ANALYST,STERLING,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20164,y,H-1B,67621.0,67700.0,data analyst,91197,,Average,,Average
2264,2279,I-200-15071-227051,certified,3/12/2015,3/18/2015,BELL INFO SOLUTIONS LLC,67621.0,year,67700.0,year,DATA ANALYST,STERLING,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20164,y,H-1B,67621.0,67700.0,data analyst,91198,,Average,,Average
2265,2280,I-200-15071-394022,certified,3/12/2015,3/18/2015,BELL INFO SOLUTIONS LLC,67621.0,year,67700.0,year,DATA ANALYST,STERLING,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20164,y,H-1B,67621.0,67700.0,data analyst,91199,,Average,,Average
2266,2281,I-200-15071-498140,certified,3/12/2015,3/18/2015,BELL INFO SOLUTIONS LLC,67621.0,year,67700.0,year,DATA ANALYST,STERLING,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20164,y,H-1B,67621.0,67700.0,data analyst,91200,,Average,,Average
2267,2282,I-200-15071-770202,certified,3/12/2015,3/18/2015,BELL INFO SOLUTIONS LLC,67621.0,year,67700.0,year,DATA ANALYST,STERLING,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20164,y,H-1B,67621.0,67700.0,data analyst,91201,,Average,,Average
2268,2283,I-200-15077-599889,certified,3/18/2015,3/24/2015,RENEE SYSTEMS INC,67621.0,year,67621.0,year,BIG DATA SME (DATA SCIENTIST),ALEXANDRIA,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,22314,y,H-1B,67621.0,67621.0,data scientist,91238,,Average,,Average
2269,2284,I-200-15047-549529,certified,3/4/2015,3/10/2015,TECHNOLOGY RESOURCE GROUP LLC,67621.0,year,67621.0,year,DATA ANALYST CONSULTANT,HERNDON,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20171,y,H-1B,67621.0,67621.0,data analyst,91239,,Average,,Average
2270,2285,I-200-15063-989570,certified,3/5/2015,3/16/2015,CLIENT FOCUS LLC,67621.0,year,67621.0,year,DATA ANALYST,ASHBURN,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20147,y,H-1B,67621.0,67621.0,data analyst,91240,,Average,,Average
2271,2286,I-200-15071-673666,certified,3/12/2015,3/18/2015,CONCERT TECH CORPORATION,67621.0,year,67621.0,year,DATA ANALYST,ASHBURN,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,20147,y,H-1B,67621.0,67621.0,data analyst,91241,,Average,,Average
2272,2287,I-200-15075-914447,certified,3/16/2015,3/25/2015,INOVALON INC,67621.0,year,67621.0,year,DATA ANALYST,BOWIE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Maryland,MD,20716,y,H-1B,67621.0,67621.0,data analyst,91242,,Average,,Average
2273,2288,I-200-15082-650998,certified,3/23/2015,3/27/2015,BERKLEY NET UNDERWRITERS LLC,67621.0,year,67621.0,year,DATA ANALYST,WOODBRIDGE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,22192,y,H-1B,67621.0,67621.0,data analyst,91243,,Average,,Average
2274,2289,I-200-14196-531850,certified,7/15/2014,7/21/2014,COSMIC-I LLC,67621.0,year,67621.0,year,DATA ANALYST,HERNDON,,,,,,15-1121,Computer Systems Analysts,Virginia,VA,,y,H-1B,67621.0,67621.0,data analyst,91244,,Average,,Average
2275,2290,I-200-14197-230583,certified,7/16/2014,7/22/2014,VEDICSOFT,67620.8,year,67620.8,year,DATA ANALYST,HERNDON,,,,,,15-1121,Computer Systems Analysts,Virginia,VA,,y,H-1B,67620.8,67620.8,data analyst,91426,,Average,,Average
2276,2291,I-200-14245-581739,certified,9/2/2014,9/8/2014,VEDICSOFT,67620.8,year,67620.8,year,DATA ANALYST,HERNDON,,,,,,15-1121,Computer Systems Analysts,Virginia,VA,,y,H-1B,67620.8,67620.8,data analyst,91427,,Average,,Average
2277,2292,I-200-14059-729331,certified,2/28/2014,3/6/2014,LAB80 LLC,67600.0,year,68000.0,year,DATA ANALYST,SAN FRANCISCO,,,,,,13-2051,Financial Analysts,California,CA,,y,H-1B,67600.0,68000.0,data analyst,91496,,Average,,Average
2278,2293,I-200-14052-302544,certified,3/7/2014,3/13/2014,MOODY'S ANALYTICS,67600.0,year,67600.0,year,RESEARCH DATA ANALYST,SAN FRANCISCO,,,,,,13-2051,Financial Analysts,California,CA,,y,H-1B,67600.0,67600.0,data analyst,91503,,Average,,Average
2279,2294,I-200-13224-333223,certified-withdrawn,8/21/2013,1/23/2014,ARISTOTLE INTERNATIONAL INC,67558.0,year,75000.0,year,DATA ANALYST,WASHINGTON,,,,,,15-1131,Computer Programmers,District of Columbia,DC,,y,H-1B,67558.0,75000.0,data analyst,91534,,Average,,Average
2280,2295,I-200-13256-502206,certified,9/13/2013,9/20/2013,ARISTOTLE INTERNATIONAL INC,67558.0,year,75000.0,year,DATA ANALYST,WASHINGTON,,,,,,15-1131,Computer Programmers,District of Columbia,DC,,y,H-1B,67558.0,75000.0,data analyst,91535,,Average,,Average
2281,2296,I-200-13183-694118,certified-withdrawn,8/14/2013,1/7/2014,INOVALON INC,67558.0,year,67600.0,year,DATA ANALYST II,BOWIE,,,,,,15-1131,Computer Programmers,Maryland,MD,,y,H-1B,67558.0,67600.0,data analyst,91550,,Average,,Average
2282,2297,I-200-13102-591978,certified,4/12/2013,4/18/2013,DYNAMICS RESEARCH CORPORATION,67500.0,year,72000.0,year,"SOFTWARE ENGINEER, DATA PORTAL SUPPORT",COLUMBUS,,,,,,15-1132,"Software Developers, Applications",Indiana,IN,,y,H-1B,67500.0,72000.0,software engineer,91583,,Average,,Average
2283,2298,I-200-15065-750715,certified,3/14/2015,3/24/2015,OPTUM SERVICES INC,67500.0,year,67500.0,year,DATA ANALYST - OPTUM,ROCKY HILL,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Connecticut,CT,06067,y,H-1B,67500.0,67500.0,data analyst,91584,,Average,,Average
2284,2299,I-200-14035-764489,certified,2/4/2014,2/10/2014,COMSCORE INC,67496.0,year,80000.0,year,SENIOR DATA ANALYST,RESTON,,,,,,15-2041,Statisticians,Virginia,VA,,y,H-1B,67496.0,80000.0,data analyst,91631,,Average,,Average
2285,2300,I-200-14049-768700,certified,2/18/2014,2/24/2014,COMSCORE INC,67496.0,year,80000.0,year,SENIOR DATA ANALYST,RESTON,,,,,,15-2041,Statisticians,Virginia,VA,,y,H-1B,67496.0,80000.0,data analyst,91632,,Average,,Average
2286,2301,I-200-14014-700066,certified,1/14/2014,1/21/2014,COMSCORE INC,67496.0,year,74913.0,year,SENIOR DATA ANALYST,RESTON,,,,,,15-2041,Statisticians,Virginia,VA,,y,H-1B,67496.0,74913.0,data analyst,91655,,Average,,Average
2287,2302,I-200-14035-814307,certified,2/4/2014,2/10/2014,COMSCORE INC,67496.0,year,72000.0,year,DATA ANALYST,RESTON,,,,,,15-2041,Statisticians,Virginia,VA,,y,H-1B,67496.0,72000.0,data analyst,91663,,Average,,Average
2288,2303,I-200-13234-595125,certified,8/22/2013,8/28/2013,COMSCORE INC,67496.0,year,68000.0,year,DATA ANALYST,RESTON,,,,,,15-2041,Statisticians,Virginia,VA,,y,H-1B,67496.0,68000.0,data analyst,91667,,Average,,Average
2289,2304,I-200-14083-757298,certified,3/24/2014,3/28/2014,WINCERE INC,67496.0,year,67496.0,year,CHEMICAL ENGINEER/DATA SCIENTIST,SANTA CLARA,,,,,,17-2041,Chemical Engineers,California,CA,,y,H-1B,67496.0,67496.0,data scientist,91683,,Average,,Average
2290,2305,I-200-14203-022988,certified,7/28/2014,8/1/2014,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,67454.0,year,102000.0,year,SYSTEMS DATA MANAGEMENT CONSULTANT,SPRINGFIELD,,,,,,15-1121,Computer Systems Analysts,Massachusetts,MA,,y,H-1B,67454.0,102000.0,management consultant,91723,,Average,,Average
2291,2306,I-200-15058-872915,certified,2/27/2015,3/5/2015,WAYNSYS INC,67434.0,year,72000.0,year,DATA ANALYST,RELEIGH,,,,,,15-1141,DATABASE ADMINISTRATORS,North Carolina,NC,27607,y,H-1B,67434.0,72000.0,data analyst,91818,,Average,,Average
2292,2307,I-200-15062-900012,certified,3/3/2015,3/9/2015,THINKBRQ,67413.0,year,80000.0,year,DATA ANALYST,BETHPAGE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,New York,NY,11714,y,H-1B,67413.0,80000.0,data analyst,91850,,Average,,Average
2293,2308,I-200-14080-526946,certified,3/21/2014,3/27/2014,AMERICAN INFOSYS INC,67413.0,year,68000.0,year,DATA ANALYST,RICHMOND,,,,,,15-1121,Computer Systems Analysts,Virginia,VA,,y,H-1B,67413.0,68000.0,data analyst,91868,,Average,,Average
2294,2309,I-200-14083-293080,certified,3/24/2014,3/28/2014,AMERICAN INFOSYS INC,67413.0,year,68000.0,year,DATA ANALYST,RICHMOND,,,,,,15-1121,Computer Systems Analysts,Virginia,VA,,y,H-1B,67413.0,68000.0,data analyst,91869,,Average,,Average
2295,2310,I-200-14062-328755,certified,3/3/2014,3/7/2014,WONDERBOX TECHNOLOGIES LLC,67413.0,year,67500.0,year,BUSINESS DATA ANALYST,MEQUON,,,,,,15-1121,Computer Systems Analysts,Wisconsin,WI,,y,H-1B,67413.0,67500.0,data analyst,91870,,Average,,Average
2296,2311,I-200-14080-054875,certified,5/29/2014,6/4/2014,USM BUSINESS SYSTEMS INC,67413.0,year,67500.0,year,DATA ANALYST,RICHMOND,,,,,,15-1121,Computer Systems Analysts,Virginia,VA,,y,H-1B,67413.0,67500.0,data analyst,91871,,Average,,Average
2297,2312,I-200-15055-170381,certified,3/9/2015,3/13/2015,ISLAND PEER REVIEW ORGANIZATION INC,67413.0,year,67413.0,year,SENIOR DATA ANALYST,LAKE SUCCESS,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,New York,NY,11042,y,H-1B,67413.0,67413.0,data analyst,91885,,Average,,Average
2298,2313,I-200-13017-619693,certified,1/18/2013,1/25/2013,D2HAWKEYE INC,67392.0,year,67400.0,year,SR. DATA ANALYST,EDEN PRAIRIE,,,,,,15-1141,Database Administrators,Minnesota,MN,,y,H-1B,67392.0,67400.0,data analyst,91919,,Average,,Average
2299,2314,I-200-13092-187293,certified,4/5/2013,4/11/2013,D2HAWKEYE INC,67392.0,year,67400.0,year,SENIOR DATA ANALYST,EDEN PRAIRIE,,,,,,15-1141,Database Administrators,Minnesota,MN,,y,H-1B,67392.0,67400.0,data analyst,91920,,Average,,Average
2300,2315,I-200-13119-281270,certified,5/14/2013,5/20/2013,THE TORO COMPANY,67392.0,year,67392.0,year,DATA ANALYST,BLOOMINGTON,,,,,,15-1141,Database Administrators,Minnesota,MN,,y,H-1B,67392.0,67392.0,data analyst,91926,,Average,,Average
2301,2316,I-200-15063-011110,certified,3/13/2015,3/19/2015,JPMORGAN CHASE & CO,67371.0,year,75000.0,year,BUSINESS INTELLIGENCE- DATA ANALYST,DUBLIN,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Ohio,OH,43016,y,H-1B,67371.0,75000.0,data analyst,91962,,Average,,Average
2302,2317,I-200-13065-084695,certified,3/6/2013,3/12/2013,EMINENCE IT SOLUTIONS INC,67371.0,year,70000.0,year,DATA ANALYST,ISSAQUAH,,,,,,15-1121,Computer Systems Analysts,Washington,WA,,y,H-1B,67371.0,70000.0,data analyst,91974,,Average,,Average
2303,2318,I-200-13141-417815,certified,5/21/2013,5/28/2013,ZODIAC-SOLUTIONS INC,67371.0,year,67400.0,year,DATA ANALYST,REDMOND,,,,,,15-1121,Computer Systems Analysts,Washington,WA,,y,H-1B,67371.0,67400.0,data analyst,91987,,Average,,Average
2304,2319,I-200-12286-431573,certified-withdrawn,10/15/2012,2/8/2013,INOVALON INC,67350.0,year,70000.0,year,SENIOR DATA ANALYST,BOWIE,,,,,,15-1131,Computer Programmers,Maryland,MD,,y,H-1B,67350.0,70000.0,data analyst,92066,,Average,,Average
2305,2320,I-200-14037-586244,withdrawn,3/3/2014,3/4/2014,FIDELITY TECHNOLOGY GROUP LLC,67350.0,year,67350.0,year,SENIOR DATA ANALYST,SMITHFIELD,,,,,,15-1141,Database Administrators,Rhode Island,RI,,y,H-1B,67350.0,67350.0,data analyst,92091,,Average,,Average
2306,2321,I-200-12347-541082,certified,12/18/2012,12/24/2012,BACKOFFICE ASSOCIATES LLC,67309.0,year,75000.0,year,DATA ANALYST,LAKE FOREST,,,,,,15-1121,Computer Systems Analysts,Illinois,IL,,y,H-1B,67309.0,75000.0,data analyst,92120,,Average,,Average
2307,2322,I-200-14261-883207,certified,9/18/2014,9/24/2014,PROTEGE LLC,67309.0,year,70000.0,year,CLINICAL DATA ANALYST/MANAGER,JACKSONVILLE,,,,,,15-2041,Statisticians,Florida,FL,,y,H-1B,67309.0,70000.0,data analyst,92127,,Average,,Average
2308,2323,I-200-14160-157101,certified,6/10/2014,6/16/2014,UBER TECHNOLOGIES INC,67288.0,year,135000.0,year,DATA ANALYST,SAN FRANCISCO,,,,,,15-1199,"Computer Occupations, All Other",California,CA,,y,H-1B,67288.0,135000.0,data analyst,92155,,Average,,Average
2309,2324,I-200-13072-070413,certified,3/18/2013,3/22/2013,FMR CO INC,67288.0,year,67288.0,year,DATA ANALYST,SMITHFIELD,,,,,,15-1141,Database Administrators,Rhode Island,RI,,y,H-1B,67288.0,67288.0,data analyst,92198,,Average,,Average
2310,2325,I-200-13183-533068,certified,7/11/2013,7/17/2013,MMS HOLDINGS INC,67267.0,year,70000.0,year,SOFTWARE ENGINEER - CLINICAL RESEARCH DATA MANAGEM,CANTON,,,,,,15-1132,"Software Developers, Applications",Michigan,MI,,y,H-1B,67267.0,70000.0,software engineer,92216,,Average,,Average
2311,2326,I-203-13268-653279,withdrawn,9/25/2013,7/17/2014,ZIFF BROTHERS INVESTMENTS LLC,67205.0,year,93250.0,year,SENIOR DATA ANALYST,NEW YORK,,,,,,13-2051,Financial Analysts,New York,NY,,y,E-3 Australian,67205.0,93250.0,data analyst,92360,,Average,,Average
2312,2327,I-203-13324-831052,withdrawn,11/21/2013,7/11/2014,ZIFF BROTHERS INVESTMENTS LLC,67205.0,year,93000.0,year,SENIOR DATA ANALYST,NEW YORK,,,,,,13-2051,Financial Analysts,New York,NY,,y,E-3 Australian,67205.0,93000.0,data analyst,92361,,Average,,Average
2313,2328,I-200-14293-984629,certified,10/23/2014,10/29/2014,GUIDEWIRE SOFTWARE INC,67205.0,year,75000.0,year,DATA ANALYST,EXTON,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",Pennsylvania,PA,19341,y,H-1B,67205.0,75000.0,data analyst,92367,,Average,,Average
2314,2329,I-200-13253-692550,denied,9/11/2013,9/17/2013,CLIPPERDATA LLC,67205.0,year,70000.0,year,DATA ANALYST,NEW YORK,,,,,,13-2051,Financial Analysts,New York,NY,,y,H-1B,67205.0,70000.0,data analyst,92381,,Average,,Average
